,id,vin,price,miles,stock_no,year,make,model,trim,body_type,vehicle_type,drivetrain,transmission,fuel_type,engine_size,engine_block,seller_name,street,city,state,zip
1689,98056f12-db1d,SCBDC47L17CX12156,124999.0,10287.0,TBX12156,2007,Bentley,Azure,Base,Convertible,Car,RWD,Automatic,Premium Unleaded,6.8,V,jaguar naples,900 Tamiami Trl N,Naples,FL,34102.0
1690,86292ed7-26f9,1GCPTDE16H1294086,34500.0,62385.0,3021,2017,Chevrolet,Colorado,Z71,Pickup,Truck,4WD,Automatic,Diesel,2.8,I,morehead motor company,3212 Arendell Street,Morehead City,NC,28557.0
1691,4b71ba9e-544e,WBSJF0C57JB282694,79489.0,23416.0,JB282694,2018,BMW,M5,Base,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,holman lincoln turnersville,3641 Route 42 South,Turnersville,NJ,8012.0
1692,68446d22-3a76,MAJ3P1TE1JC185347,18276.0,16922.0,19210098A,2018,Ford,Ecosport,SE,Crossover,Truck,FWD,Automatic,Unleaded,1.0,I,hall ford newport news,12896 Jefferson Avenue,Newport News,VA,23608.0
1693,dd18057e-ec4b,WP0AB2A77JL132467,84998.0,18663.0,P7352,2018,Porsche,Panamera,S,Hatchback,Car,4WD,Automatic,Premium Unleaded,2.9,V,lamborghini boston,531 Boston Post Rd Rte. 20,Wayland,MA,1778.0
1694,a8a4a24f-cc09,WBAYE8C52DD133042,19995.0,90937.0,DD133042,2013,BMW,7 Series,750i,Sedan,Car,RWD,Automatic,Premium Unleaded,4.4,V,mclarty nissan of benton,19960 Interstate 30,Benton,AR,72019.0
1695,45bcaae1-3401,1GTCS14XX38217761,8295.0,50727.0,8217761,2003,GMC,Sonoma,SL,Pickup,Truck,RWD,Automatic,Unleaded; Unleaded / E85,4.3,V,mj traders,610 River Dr,Garfield,NJ,7026.0
1696,37ced1fd-fa60,3D7KS28C15G837944,21995.0,124468.0,G21418B,2005,Dodge,Ram 2500 Pickup,SLT,Pickup,Truck,4WD,Manual,Diesel,5.9,I,palmen cadillac,7110 74th Place,Kenosha,WI,53142.0
1697,6ea24fe3-b353,WVWRH63B73P205388,3995.0,146943.0,S7913,2003,Volkswagen,Passat,GLX,Sedan,Car,FWD,Automatic,Premium Unleaded,2.8,V,aberdeen auto sales,217 East Heron Street,Aberdeen,WA,98520.0
1698,5e24139a-ddd4,1GAZG1FA3C1194541,18990.0,62733.0,9382,2012,Chevrolet,Express,LS,Passenger Van,Truck,RWD,Automatic,E85 / Unleaded,4.8,V,people motors,6831 Vineland Avenue,North Hollywood,CA,91605.0
1699,dcd2faa2-4c8d,1GCHK29G75E173761,7858.0,258874.0,173761,2005,Chevrolet,Silverado 2500HD,LT,Pickup,Truck,4WD,Automatic,Unleaded,8.1,V,barley's affordable automotive repair & sales llc,1335 Lane Avenue South,Jacksonville,FL,32205.0
1700,74f3c4f0-60a9,KL8CC6S91FC742393,10395.0,71524.0,11224,2015,Chevrolet,Spark,1LT,Hatchback,Car,FWD,Manual,Unleaded,1.2,I,pearcy auto sales,3500 E Broadway St,West Memphis,AR,72301.0
1701,73c3db68-ee3f,KL8CB6S96DC523851,8547.0,39411.0,PL10953A,2013,Chevrolet,Spark,LS,Hatchback,Car,FWD,Automatic,Unleaded,1.2,I,naples infiniti,5880 Naples Blvd,Naples,FL,34109.0
1702,bd1a0361-48d8,5UXKU6C55J0Z66481,57650.0,28968.0,B3622,2018,BMW,X6,xDrive50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,park avenue bmw,210 State Rt 17 N,Rochelle Park,NJ,7662.0
1703,afb82cc6-1499,1FBSS3BL9EDA21560,25500.0,40688.0,3481,2014,Ford,E-Series Econoline Wagon,XLT,Passenger Van,Truck,RWD,Automatic,E85 / Unleaded,5.4,V,monticello ford inc,209 State Highway 69,Monticello,WI,53570.0
1704,e6ff7a4c-9862,5TDBT48A57S284950,14995.0,135535.0,7S284950,2007,Toyota,Sequoia,Limited,SUV,Truck,4WD,Automatic,Unleaded,4.7,V,piazza premium automobiles,1801 Ogletown Road,Newark,DE,19711.0
1705,f19638af-307e,1GNDT13S242272563,,211617.0,S5158PA,2004,Chevrolet,TrailBlazer,LS,SUV,Truck,4WD,Automatic,Unleaded,4.2,I,anderson mitsubishi,710 S Belt Hwy,Saint Joseph,MO,64507.0
1706,321decf3-8632,ZFF83CLA7K0246239,375000.0,1015.0,NP4656A,2019,Ferrari,812,Base,Coupe,Car,RWD,Automatic,Premium Unleaded,6.5,V,ferrari of long island,65 South Service Road,Plainview,NY,11803.0
1707,78cbef1d-8e9f,WDDUG8FB5HA318910,62500.0,19281.0,11102P,2017,Mercedes-Benz,S-Class,S550,Sedan,Car,4WD,Automatic,Premium Unleaded,4.7,V,huber motor cars,1001 Noble Way,Fredericksburg,VA,22401.0
1708,a73467f1-818a,1FTNE2EL1ADA72549,12850.0,25885.0,4872 Natural gas Fuel,2010,Ford,E-Series Econoline Van,Commercial,Cargo Van,Truck,RWD,Automatic,E85 / Unleaded,5.4,V,d & l auto sales,211 Corunna Avenue,Owosso,MI,48867.0
1709,8c84f0de-802a,1GCWGAFFXH1107120,19295.0,138122.0,PJA107120,2017,Chevrolet,Express Cargo,Work Van,Cargo Van,Truck,RWD,Automatic,E85 / Unleaded,4.8,V,mark wahlberg buick gmc,3895 W Broad St,Columbus,OH,43228.0
1710,7cb9085f-9c11,3FADP4BE4HM146655,12495.0,42437.0,72885,2017,Ford,Fiesta,SE,Sedan,Car,FWD,Manual,Unleaded,1.0,I,phil long honda,51429 Highway 6,Glenwood Springs,CO,81601.0
1711,339b6716-b1a9,WDBSK7BA0CF168416,37998.0,24482.0,M1482A,2012,Mercedes-Benz,SL-Class,SL550,Roadster,Car,RWD,Automatic,Premium Unleaded,5.5,V,mercedes-benz of durham,110 Kentington Dr.,Durham,NC,27713.0
1712,8bdb43d3-89e0,WBAFY4C57KBX39176,96898.0,3242.0,BR21L064,2019,BMW,8 Series,M850i,Convertible,Car,4WD,Automatic,Unleaded,4.4,V,west herr buick gmc,535 Main Street,East Aurora,NY,14052.0
1713,745345f3-29f8,MAJ3S2GE0LC321730,20560.0,2897.0,PS655F,2020,Ford,Ecosport,SE,Crossover,Truck,FWD,Automatic,Unleaded,1.0,I,cloninger ford of morganton,1001 Jamestown Road,Morganton,NC,28655.0
1714,e170c9dd-6142,5UXKR6C58G0J79891,30000.0,73072.0,148454B,2016,BMW,X5,xDrive50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,orr cadillac fort smith,6500 Autopark Drive,Fort Smith,AR,72908.0
1715,abb8cb11-5f44,3G5DA03E94S580201,5995.0,60541.0,20040201,2004,Buick,Rendezvous,CX,SUV,Truck,FWD,Automatic,Unleaded,3.4,V,ciocca chevrolet of quakertown,855 S West End Blvd,Quakertown,PA,18951.0
1716,d582770c-7090,4JGDF7DE7FA449043,33200.0,77163.0,MAJ0869A,2015,Mercedes-Benz,GL-Class,GL550,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,dch auto group,955 U.S. 9,South Amboy,NJ,8879.0
1717,a3384ad0-363b,WP0AE2A7XLL130545,114999.0,6253.0,R1716,2020,Porsche,Panamera,4 E-Hybrid,Hatchback,Car,4WD,Manual,Electric / Premium Unleaded,2.9,V,piazza acura of reading,1001 Lancaster Avenue,Reading,PA,19607.0
1718,20e9fa91-368f,1GCWGAFP5J1271289,24988.0,94583.0,21103,2018,Chevrolet,Express Cargo,Work Van,Cargo Van,Truck,RWD,Automatic,E85 / Unleaded,4.3,V,allan marsh travel center,4033 W Chinden Blvd,Boise,ID,83714.0
1719,4cb767b1-54df,WP1AB2A25CLA41414,20995.0,113250.0,A41414,2012,Porsche,Cayenne,S,SUV,Truck,4WD,Automatic,Premium Unleaded,4.8,V,carxoom,875 South Cobb Drive Se,Marietta,GA,30060.0
1720,72b4a078-55fd,1GNET16S366148166,5995.0,157924.0,8357,2006,Chevrolet,TrailBlazer,LS,SUV,Truck,4WD,Automatic,Unleaded,4.2,I,northland auto sales,W9690 State Rd 96,Dale,WI,54931.0
1721,4a159ef5-9c68,1G2JB524117383620,,,190275,2001,Pontiac,Sunfire,SE,Sedan,Car,FWD,Manual,Unleaded,2.2,I,lindell's auto salvage,411 Oregon 11,Pendleton,OR,97801.0
1722,f1fb8ef0-0f73,WBS83CH06MCG29441,121977.0,2670.0,MN768A,2021,BMW,M5,Base,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,hendrick chrysler dodge jeep ram fiat wilmington,219 S College Rd,Wilmington,NC,28403.0
1723,36292dbd-cf47,1GCFG15X381148974,9999.0,225311.0,11095,2008,Chevrolet,Express Cargo,Work Van,Cargo Van,Truck,RWD,Automatic,Unleaded,4.3,V,automax,68350 Ramon Road,Cathedral City,CA,92234.0
1724,f42ce555-7f56,WBA7F0C52JGM23317,51900.0,54000.0,M23317,2018,BMW,7 Series,750i,Sedan,Car,RWD,Automatic,Premium Unleaded,4.4,V,desert auto dealer,74850 42Nd Avenue,Palm Desert,CA,92260.0
1725,b1ee2846-4cd0,WP0AB2A73AL064166,33995.0,54687.0,3635,2010,Porsche,Panamera,S,Hatchback,Car,4WD,Automatic,Premium Unleaded,4.8,V,luxury motors chicago,3333 Charles St,Franklin Park,IL,60131.0
1726,e4fd84ef-d639,4JGDF7DE8KB195136,67099.0,12686.0,P1140,2019,Mercedes-Benz,GLS-Class,GLS550,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,zeigler maserati of grandville,4200 Parkway Place Dr Sw,Grandville,MI,49418.0
1727,2cd3e34a-f827,2D4GV77366H248768,34900.0,21989.0,1573,2006,Dodge,Magnum,SRT8,Wagon,Car,RWD,Automatic,Premium Unleaded,6.1,V,midwest car exchange,12533 South Laramie Avenue,Alsip,IL,60803.0
1728,809f54ed-cbe4,ZFF89FPA1L0249004,242900.0,5126.0,249004,2020,Ferrari,Portofino,Base,Convertible,Car,RWD,Automatic,Unleaded,3.9,V,excell auto group,1001 Clint Moore Rd 101,Boca Raton,FL,33487.0
1729,4448f0d6-6e89,1GCWGAFP8K1142190,30000.0,31563.0,APR1089,2019,Chevrolet,Express Cargo,Work Van,Cargo Van,Truck,RWD,Automatic,Unleaded,4.3,V,riverside chevrolet,8200 Auto Drive,Riverside,CA,92504.0
1730,5c402f62-109e,3C6UR5CJ8GG101759,35850.0,63741.0,9N0326A,2016,RAM,Ram 2500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,friendship hyundai of johnson city,3408 North Roan St,Johnson City,TN,37601.0
1731,19d159a6-070f,1FMJK1J51DEF11980,19900.0,154297.0,11214,2013,Ford,Expedition,King Ranch,SUV,Truck,4WD,Automatic,E85 / Unleaded,5.4,V,first auto credit,2990 Old Orchard Rd,Jackson,MO,63755.0
1732,cdf740a1-6564,3C6UR5SJ1LG238280,67900.0,2396.0,,2020,RAM,Ram 2500 Pickup,Laramie Limited,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,ted's auto rental,1066 South Odell Avenue,Marshall,MO,65340.0
1733,cc8b1da3-c31e,1GKDT13S472211345,7994.0,80371.0,72211345,2007,GMC,Envoy,SLE,SUV,Truck,4WD,Automatic,Unleaded,4.2,I,coggin deland hyundai,2655 N Volusia Ave,Orange City,FL,32763.0
1734,3b6ce43f-7b34,1GCGG25C581174743,8888.0,203987.0,174743-T,2008,Chevrolet,Express Cargo,Work Van,Cargo Van,Truck,RWD,Automatic,Unleaded,4.8,V,fam vans,10870 Kalama River Avenue,Fountain Valley,CA,92708.0
1735,0e0256e4-54ed,WBA7F2C58JG423883,56355.0,23811.0,JG423883,2018,BMW,7 Series,750i,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,brooklyn mitsubishi,5910 Church Ave.,Brooklyn,NY,11203.0
1736,91f34777-f26a,5TDZT34A26S266807,,169202.0,M65582A,2006,Toyota,Sequoia,SR5,SUV,Truck,RWD,Automatic,Unleaded,4.7,V,hiley mazda volkswagen preowned,1400 Tech Centre Parkway,Arlington,TX,76014.0
1737,7e165087-84f5,3C7WR4HJ8GG259087,32999.0,73557.0,21114,2016,RAM,Ram 2500 Pickup,Tradesman,Pickup,Truck,RWD,Automatic,Unleaded,6.4,V,lupita's auto sales livingston,2235 F Street,Livingston,CA,95334.0
1738,91f45f90-78e9,SALMF15459A304149,9900.0,210301.0,304149,2009,Land Rover,Range Rover,HSE,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,family auto finance okc llc,2912 South Robinson,Oklahoma City,OK,73109.0
1739,04c6193b-732c,5UXZV8C53D0C15300,18900.0,70775.0,M400726A,2013,BMW,X5,xDrive50i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.4,V,east bay bmw,4350 Rosewood Dr,Pleasanton,CA,94588.0
1740,f8b5f885-f23a,WDDLJ7DB9EA100586,,102848.0,,2014,Mercedes-Benz,CLS-Class,CLS550,Coupe,Car,RWD,Automatic,Premium Unleaded,4.7,V,atlanta fine cars,7250 Tara Boulevard,Jonesboro,GA,30236.0
1741,f090584b-b5c4,3C6TR5FJXGG126699,42995.0,104546.0,9507DAK,2016,RAM,Ram 2500 Pickup,Laramie,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,payless car sales,731 E. 5th Ave,Anchorage,AK,99501.0
1742,547bc8e3-1b79,ZASPAKEV5K7C37385,70899.0,1211.0,G00982,2019,Alfa Romeo,Stelvio,Quadrifoglio,SUV,Truck,4WD,Automatic,Premium Unleaded,2.9,V,hawk auto,2535 E Main St,Saint Charles,IL,60174.0
1743,15c4b1e3-d34a,4JGDF7FE9HA783588,67500.0,48308.0,Z1790,2017,Mercedes-Benz,GLS-Class,AMG® GLS63,SUV,Truck,4WD,Automatic,Premium Unleaded,5.5,V,stevens creek showcase,5080 Stevens Creek Blvd,San Jose,CA,95129.0
1744,c0d11fcf-bee1,1GNCS18W01K182107,4500.0,196545.0,,2001,Chevrolet,Blazer,LS,SUV,Truck,RWD,Automatic,Unleaded,4.3,V,diva auto boutique,5454 Lee Road,Smiths Station,AL,36877.0
1745,2c2fe9c7-d907,1GCWGAFP9K1204065,29988.0,29600.0,204065,2019,Chevrolet,Express Cargo,Work Van,Cargo Van,Truck,RWD,Automatic,Unleaded,4.3,V,beaver toyota st. augustine,2995 U.S. 1 S,Saint Augustine,FL,32086.0
1746,e355736a-d381,3C6UR5CJ5JG108109,39989.0,64156.0,217316,2018,RAM,Ram 2500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,sapaugh cadillac,1435 Mcnutt Street,Herculaneum,MO,63048.0
1747,1d6544e3-9d80,1GTP6CE14H1160517,31808.0,52063.0,C20023,2017,GMC,Canyon,SLE,Pickup,Truck,4WD,Automatic,Diesel,2.8,I,byers auto group,5342 Columbus Pike,Lewis Center,OH,43035.0
1748,7d3dda3f-a0cd,1GCPTEE15J1194640,37999.0,57630.0,21025CA,2018,Chevrolet,Colorado,ZR2,Pickup,Truck,4WD,Automatic,Diesel,2.8,I,steve keetch motors,127 N Broadway,Cortez,CO,81321.0
1749,bc445eb6-8cdf,2G1WU583781349577,6880.0,112302.0,81349577,2008,Chevrolet,Impala,LTZ,Sedan,Car,FWD,Automatic,E85 / Unleaded,3.9,V,genesis of lexington,3340 Richmond Road,Lexington,KY,40509.0
1750,75775513-19f2,WBA6D6C56JG388916,53995.0,35562.0,JG388916,2018,BMW,ALPINA B6 Gran Coupe,Base,Coupe,Car,4WD,Automatic,Premium Unleaded,4.4,V,alm roswell,891 Mansell Road,Roswell,GA,30076.0
1751,4b607f3a-f29d,WDCYC7BF8BX188100,64990.0,86495.0,818,2011,Mercedes-Benz,G-Class,G55 AMG,SUV,Truck,4WD,Automatic,Premium Unleaded,5.4,V,unique motors seattle llc,214 111Th Avenue Northeast,Bellevue,WA,98004.0
1752,41111b61-98d6,1FTXW4DR0AEA74231,36992.0,92200.0,AEA74231,2010,Ford,F-450 Super Duty,XL,Pickup,Truck,4WD,Manual,Diesel,6.4,V,sterling mccall lexus clear lake,18160 Gulf Fwy,Friendswood,TX,77546.0
1753,86742ca4-eaac,WBAHN835X8DT80184,8999.0,174002.0,T80184,2008,BMW,7 Series,750Li,Sedan,Car,RWD,Automatic,Premium Unleaded,4.8,V,capital city used auto sales,4801 Stockton Boulevard,Sacramento,CA,95820.0
1754,69c90aad-5853,WAUVVAFR8BA002012,17919.0,85017.0,A4217,2011,Audi,S5,Premium Plus,Coupe,Car,4WD,Automatic,Premium Unleaded,4.2,V,zeigler fiat of grandville,4200 Parkway Pl Sw,Grandville,MI,49418.0
1755,70141999-5e45,1GCCS19X638141223,7495.0,170752.0,1223,2003,Chevrolet,S-10,Base,Pickup,Truck,RWD,Manual,Unleaded,4.3,V,dalton motors,2580 Buffalo Trail,Morristown,TN,37814.0
1756,ca45eee9-ef6d,1FDUF4GY0KDA02146,78500.0,1368.0,R-26373,2019,Ford,F-450 Super Duty Chassis Cab,XL,Chassis Cab,Truck,RWD,Automatic,Unleaded,6.8,V,j. w. truck sales,3585 Wallis Rd,Flowery Branch,GA,30542.0
1757,3ba1247e-0d64,WDDDJ72X98A120814,15981.0,53466.0,PN850A,2008,Mercedes-Benz,CLS-Class,CLS550,Coupe,Car,RWD,Automatic,Premium Unleaded,5.5,V,hendrick kia of concord,7550 Hendrick Auto Plaza Nw,Concord,NC,28027.0
1758,92ad2292-b493,1GNWGRFA8B1114889,13995.0,89626.0,5900,2011,Chevrolet,Express,LS,Passenger Van,Truck,RWD,Automatic,E85 / Unleaded,4.8,V,ace motors,601 South Boulevard,Anaheim,CA,92805.0
1759,30ec6416-d1a4,3C6UR5CJ9FG547787,35947.0,47385.0,DRT211133A,2015,RAM,Ram 2500 Pickup,Tradesman,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,west herr honda,6120 S Transit Road,Lockport,NY,14094.0
1760,a483390d-b3cc,1G8ZK52702Z160283,2499.0,145109.0,219,2002,Saturn,S-Series,SL2,Sedan,Car,FWD,Automatic,Unleaded,1.9,I,premier car outlet,869 W Lake St,Addison,IL,60101.0
1761,531ea176-4b21,MAJ3P1TE8JC210065,20564.0,19828.0,AP52109,2018,Ford,Ecosport,SE,Crossover,Truck,FWD,Automatic,Unleaded,1.0,I,parkway of lexington,98 New Hwy 64 West,Lexington,NC,27295.0
1762,66e1b9c3-244a,WDDUG8CB0FA116879,54994.0,14600.0,FA116879,2015,Mercedes-Benz,S-Class,S550,Sedan,Car,RWD,Automatic,Premium Unleaded,4.7,V,autonation ford union city,4355 Jonesboro Road,Union City,GA,30291.0
1763,ee90efb9-3cb3,1FDWF37R88EE15902,17995.0,101562.0,,2008,Ford,F-350 Super Duty Chassis Cab,XL,Chassis Cab,Truck,4WD,Automatic,Diesel,6.4,V,florida commercial trucks llc,7673 Hooper Road,West Palm Beach,FL,33411.0
1764,7b641d0e-04ec,JM2UF3136L0901075,,162100.0,,1990,Mazda,B-Series Pickup,Plus,Pickup,Truck,RWD,Manual,Unleaded,2.2,,meadow lake enterprises,9101 E Highway 377,Cresson,TX,76035.0
1765,5925662a-73de,WP0AB2A77JL134915,88998.0,23335.0,R1727,2018,Porsche,Panamera,S,Hatchback,Car,4WD,Automatic,Premium Unleaded,2.9,V,piazza honda of springfield,780 Baltimore Pike,Springfield,PA,19064.0
1766,c2a62a44-b207,SCBBF7ZH9HC003226,214900.0,10700.0,8130,2017,Bentley,Mulsanne,Base,Sedan,Car,RWD,Automatic,Premium Unleaded,6.8,V,bentley greenwich,275 West Putnam Avenue,Greenwich,CT,6830.0
1767,9db3f8cf-ad2b,1GCWGBFP7L1122455,34912.0,41640.0,SA22455,2020,Chevrolet,Express Cargo,Work Van,Cargo Van,Truck,RWD,Automatic,Unleaded,4.3,V,acura of pleasanton,4355 Rosewood Dr,Pleasanton,CA,94588.0
1768,b124b989-0e10,WAUSFAF22LN018963,86988.0,11342.0,P51143,2020,Audi,S7,Prestige,Sedan,Car,4WD,Automatic,Premium Unleaded,2.9,V,hendrick chevrolet shawnee mission,8300 Shawnee Mission Parkway,Merriam,KS,66202.0
1769,95c06f19-381e,4JGDF7DE8JB154438,65844.0,46805.0,PU4208,2018,Mercedes-Benz,GLS-Class,GLS550,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,acura of little rock,13701 David O Dodd Rd,Little Rock,AR,72210.0
1770,71b4efeb-55d5,1G1AK55F967849447,2950.0,174000.0,V756,2006,Chevrolet,Cobalt,LS,Sedan,Car,FWD,Manual,Unleaded,2.2,I,quality pre-owned automotive,704 S Franklin St.,Cuba,MO,65453.0
1771,b0da90be-6bd9,ML32F3FJ6KHF08668,10777.0,44432.0,9353A,2019,Mitsubishi,Mirage G4,ES,Sedan,Car,FWD,Manual,Unleaded,1.2,I,south suburban mitsubishi,5343 Miller Circle Drive,Matteson,IL,60443.0
1772,cffdfb64-ab43,ZFFKW64A580163608,,5507.0,4599,2008,Ferrari,F430,Scuderia,Coupe,Car,RWD,Automatic,Premium Unleaded,4.3,V,miller motorcars,342 West Putnam Avenue,Greenwich,CT,6830.0
1773,7b06ca17-4592,ZFF65LJA2A0173719,,0.0,,2010,Ferrari,California,Base,Convertible,Car,RWD,Automatic,Premium Unleaded,4.3,V,marshall goldman beverly hills,8825 Wilshire Boulevard,Beverly Hills,CA,90211.0
1774,9ff4c13c-ede6,5UXFE83518L166358,12496.0,153328.0,10030,2008,BMW,X5,4.8i,SUV,Truck,4WD,Automatic,Premium Unleaded,4.8,V,five star auto group,4502 Fm1765,Texas City,TX,77591.0
1775,d1d9d065-28e0,SCFRMFAV7HGL02141,159880.0,2940.0,499JI,2017,Aston Martin,DB11,Launch Edition,Coupe,Car,RWD,Automatic,Premium Unleaded,5.2,V,f.c. kerbeck maserati,100 Route 73 North,Palmyra,NJ,8065.0
1776,097fcc59-8e37,SCFRMFEV7LGL08508,,132.0,,2020,Aston Martin,DB11,AMR,Coupe,Car,RWD,Automatic,Premium Unleaded,5.2,V,bentley scottsdale,7171 E. Chauncey Lane,Phoenix,AZ,85054.0
1777,d6cb4e79-26ea,3C6UR5FJ5GG159825,45000.0,101000.0,173158D,2016,RAM,Ram 2500 Pickup,Laramie,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,patterson chevrolet,1611 U.s. 259 Business,Kilgore,TX,75662.0
1778,126593dc-ed07,1GCDM19W01B150828,5999.0,203864.0,P2063N,2001,Chevrolet,Astro Passenger,Base,Minivan,Truck,RWD,Automatic,Unleaded,4.3,V,greenway auto group,9001 E. Colonial Drive,Orlando,FL,32817.0
1779,f3494b13-c634,1FMJU1H56DEF26569,15995.0,119970.0,DEF26569,2013,Ford,Expedition,XLT,SUV,Truck,RWD,Automatic,E85 / Unleaded,5.4,V,autonation chevrolet greenacres,5757 Lake Worth Road,Greenacres,FL,33463.0
1780,aa9957f7-bc3e,1GNDS13S352151741,,123696.0,KBB151741,2005,Chevrolet,TrailBlazer,LS,SUV,Truck,RWD,Automatic,Unleaded,4.2,I,top auto direct,8384 Baymeadows Road # 4,Jacksonville,FL,32256.0
1781,9b49dc58-5ebe,1G1JH12F237327766,,169372.0,327766,2003,Chevrolet,Cavalier,LS Sport,Coupe,Car,FWD,Manual,Unleaded,2.2,I,armin's auto sales,2530 Falls Avenue,Waterloo,IA,50701.0
1782,f9a081cf-0170,JTJBT20X680153953,18575.0,133715.0,13923AZ,2008,Lexus,GX,470,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,maximum auto search,5295 South Broadway,Englewood,CO,80113.0
1783,b0250168-5885,5LMFU28R64LJ31878,5999.0,192001.0,J31878,2004,Lincoln,Navigator,Luxury,SUV,Truck,4WD,Automatic,Premium Unleaded,5.4,V,pennington ford,807 S. Van Buren,Newton,IL,62448.0
1784,7876dc9d-9e27,1G1AT58H097286819,7999.0,55304.0,CWT211758A,2009,Chevrolet,Cobalt,LT,Sedan,Car,FWD,Automatic,Unleaded,2.2,I,mercedes-benz of rochester,4296 West Henrietta Road,Rochester,NY,14623.0
1785,6c53759b-a913,1G1ND52FX4M682417,2900.0,176150.0,21238,2004,Chevrolet,Classic,Base,Sedan,Car,FWD,Automatic,Unleaded,2.2,I,showen motors,734 South Street,Wilmington,OH,45177.0
1786,47cfb58f-399a,1GB0GRFP7L1254828,36223.0,29985.0,L1254828,2020,Chevrolet,Express Cutaway,Base,Chassis Cab,Truck,RWD,Automatic,Unleaded,4.3,V,smart auto leasing,2101 Gateway Dr,Irving,TX,75038.0
1787,bdaa55fe-03a2,1G1AD5F5XA7215931,,,T212352A,2010,Chevrolet,Cobalt,LT,Sedan,Car,FWD,Manual,Unleaded,2.2,I,bob johnson chevrolet,1271 Ridge Road West,Rochester,NY,14615.0
1788,a9589618-d2ca,1FDUF4HY5FEA99794,,18609.0,FEA99794B,2015,Ford,F-450 Super Duty Chassis Cab,XL,Chassis Cab,Truck,4WD,Automatic,Unleaded,6.8,V,eurocar inc.,2920 Red Hill Avenue,Costa Mesa,CA,92626.0
1789,e92c377a-77ac,JTHBN36F665052878,8999.0,134984.0,M9927,2006,Lexus,LS,430,Sedan,Car,RWD,Automatic,Premium Unleaded,4.3,V,m1 motors inc,15605 Connie Street,Austin,TX,78728.0
1790,4bcbe568-9084,4JGDF7DE7JB095415,72998.0,39556.0,F11956,2018,Mercedes-Benz,GLS-Class,GLS550,SUV,Truck,4WD,Automatic,Premium Unleaded,4.7,V,herb chambers lincoln of norwood,1130 Boston-providence Turnpike,Norwood,MA,2062.0
1791,2a703026-84f1,KL8CB6S94EC530492,8998.0,95757.0,19768494,2014,Chevrolet,Spark,LS,Hatchback,Car,FWD,Automatic,Unleaded,1.2,I,carmax tupelo,3147 Tom Watson Drive,Tupelo,MS,38804.0
1792,983a3397-7fce,3C6TR5EJ6JG276656,47500.0,98288.0,JG276656A,2018,RAM,Ram 2500 Pickup,Power Wagon,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,all american chevrolet of odessa,5020 North John Ben Shepperd Pky,Odessa,TX,79762.0
1793,612fc3c0-2652,WAUBNAFB0BN020843,19899.0,95692.0,NV1028,2011,Audi,S6,Prestige,Sedan,Car,4WD,Automatic,Premium Unleaded,5.2,V,carlotz,5404 W Hwy 74,Monroe,NC,28110.0
1794,0bef90a6-c8cb,WBAKC8C5XBC433037,16995.0,93093.0,C1219202001,2011,BMW,7 Series,750Li,Sedan,Car,4WD,Automatic,Premium Unleaded,4.4,V,the pa kar store inc,3825 Kensington Ave,Philadelphia,PA,19124.0
1795,0a0ce2fd-0317,3C6UR5DJ3HG756475,39888.0,130056.0,9615,2017,RAM,Ram 2500 Pickup,SLT,Pickup,Truck,4WD,Automatic,Unleaded,6.4,V,1 stop motorsports,2171 Wilma Rudolph Boulevard,Clarksville,TN,37040.0
1796,483d6632-6a85,WMEEJ31X69K261507,6995.0,95919.0,9K261507,2009,smart,fortwo,pure,Hatchback,Car,RWD,Manual,Premium Unleaded,1.0,I,cole chevrolet,1325 Yellowstone,Pocatello,ID,83201.0
1797,2e934bbe-fcda,WDDUG7JB4GA214800,66995.0,63852.0,,2016,Mercedes-Benz,S-Class,AMG S63,Sedan,Car,4WD,Automatic,Premium Unleaded,5.5,V,falcon motor group,5025 Edgewater Drive A,Orlando,FL,32810.0
1798,823315ef-51aa,2G4WS52J541286473,,103283.0,4126054K,2004,Buick,Century,Base,Sedan,Car,FWD,Automatic,Unleaded,3.1,V,pete moore imports,106 N New Warrington Rd,Pensacola,FL,32506.0
1799,78fac0ab-4549,1G1AF5F52A7113422,8995.0,65704.0,PS28980,2010,Chevrolet,Cobalt,LT,Sedan,Car,FWD,Automatic,Unleaded,2.2,I,hendrick chrysler dodge jeep ram fiat wilmington,219 S College Rd,Wilmington,NC,28403.0
